plate_map_name	well_position	broad_sample
OAB49.OAA94.95.96.A	A01	ccsbBroad304_12613
OAB49.OAA94.95.96.A	A02	ccsbBroad304_11723
OAB49.OAA94.95.96.A	A03	ccsbBroad304_00969
OAB49.OAA94.95.96.A	A04	ccsbBroad304_12928
OAB49.OAA94.95.96.A	A05	ccsbBroad304_06445
OAB49.OAA94.95.96.A	A06	ccsbBroad304_10852
OAB49.OAA94.95.96.A	A07	ccsbBroad304_12758
OAB49.OAA94.95.96.A	A08	ccsbBroad304_07836
OAB49.OAA94.95.96.A	A09	ccsbBroad304_99988
OAB49.OAA94.95.96.A	A10	ccsbBroad304_13398
OAB49.OAA94.95.96.A	A11	ccsbBroad304_07445
OAB49.OAA94.95.96.A	A12	ccsbBroad304_13689
OAB49.OAA94.95.96.A	A13	
OAB49.OAA94.95.96.A	A14	ccsbBroad304_13624
OAB49.OAA94.95.96.A	A15	ccsbBroad304_08011
OAB49.OAA94.95.96.A	A16	ccsbBroad304_11806
OAB49.OAA94.95.96.A	A17	ccsbBroad304_05131
OAB49.OAA94.95.96.A	A18	ccsbBroad304_15987
OAB49.OAA94.95.96.A	A19	ccsbBroad304_02420
OAB49.OAA94.95.96.A	A20	ccsbBroad304_11169
OAB49.OAA94.95.96.A	A21	ccsbBroad304_12923
OAB49.OAA94.95.96.A	A22	ccsbBroad304_99991
OAB49.OAA94.95.96.A	A23	ccsbBroad304_05850
OAB49.OAA94.95.96.A	A24	ccsbBroad304_05210
OAB49.OAA94.95.96.A	B01	ccsbBroad304_03979
OAB49.OAA94.95.96.A	B02	ccsbBroad304_07749
OAB49.OAA94.95.96.A	B03	ccsbBroad304_12593
OAB49.OAA94.95.96.A	B04	ccsbBroad304_09010
OAB49.OAA94.95.96.A	B05	ccsbBroad304_07379
OAB49.OAA94.95.96.A	B06	ccsbBroad304_11587
OAB49.OAA94.95.96.A	B07	ccsbBroad304_08097
OAB49.OAA94.95.96.A	B08	ccsbBroad304_06466
OAB49.OAA94.95.96.A	B09	ccsbBroad304_05806
OAB49.OAA94.95.96.A	B10	ccsbBroad304_04530
OAB49.OAA94.95.96.A	B11	ccsbBroad304_04066
OAB49.OAA94.95.96.A	B12	ccsbBroad304_00505
OAB49.OAA94.95.96.A	B13	ccsbBroad304_08209
OAB49.OAA94.95.96.A	B14	ccsbBroad304_04197
OAB49.OAA94.95.96.A	B15	ccsbBroad304_11751
OAB49.OAA94.95.96.A	B16	ccsbBroad304_09303
OAB49.OAA94.95.96.A	B17	ccsbBroad304_00258
OAB49.OAA94.95.96.A	B18	ccsbBroad304_11321
OAB49.OAA94.95.96.A	B19	ccsbBroad304_99991
OAB49.OAA94.95.96.A	B20	ccsbBroad304_11332
OAB49.OAA94.95.96.A	B21	ccsbBroad304_09757
OAB49.OAA94.95.96.A	B22	ccsbBroad304_02255
OAB49.OAA94.95.96.A	B23	ccsbBroad304_01351
OAB49.OAA94.95.96.A	B24	ccsbBroad304_04078
OAB49.OAA94.95.96.A	C01	ccsbBroad304_99991
OAB49.OAA94.95.96.A	C02	ccsbBroad304_05999
OAB49.OAA94.95.96.A	C03	ccsbBroad304_06040
OAB49.OAA94.95.96.A	C04	ccsbBroad304_99994
OAB49.OAA94.95.96.A	C05	ccsbBroad304_07494
OAB49.OAA94.95.96.A	C06	ccsbBroad304_10804
