plate_map_name	well_position	broad_sample
OAA41.42.43.OAB45.A	A01	ccsbBroad304_13747
OAA41.42.43.OAB45.A	A02	ccsbBroad304_01989
OAA41.42.43.OAB45.A	A03	ccsbBroad304_12847
OAA41.42.43.OAB45.A	A04	ccsbBroad304_01244
OAA41.42.43.OAB45.A	A05	ccsbBroad304_01915
OAA41.42.43.OAB45.A	A06	ccsbBroad304_05258
OAA41.42.43.OAB45.A	A07	ccsbBroad304_03853
OAA41.42.43.OAB45.A	A08	ccsbBroad304_16072
OAA41.42.43.OAB45.A	A09	ccsbBroad304_02145
OAA41.42.43.OAB45.A	A10	ccsbBroad304_12265
OAA41.42.43.OAB45.A	A11	ccsbBroad304_14324
OAA41.42.43.OAB45.A	A12	ccsbBroad304_15724
OAA41.42.43.OAB45.A	A13	ccsbBroad304_05744
OAA41.42.43.OAB45.A	A14	ccsbBroad304_01564
OAA41.42.43.OAB45.A	A15	ccsbBroad304_15729
OAA41.42.43.OAB45.A	A16	ccsbBroad304_99994
OAA41.42.43.OAB45.A	A17	
OAA41.42.43.OAB45.A	A18	ccsbBroad304_05870
OAA41.42.43.OAB45.A	A19	ccsbBroad304_10406
OAA41.42.43.OAB45.A	A20	ccsbBroad304_06515
OAA41.42.43.OAB45.A	A21	ccsbBroad304_15598
OAA41.42.43.OAB45.A	A22	ccsbBroad304_09326
OAA41.42.43.OAB45.A	A23	ccsbBroad304_10792
OAA41.42.43.OAB45.A	A24	ccsbBroad304_02848
OAA41.42.43.OAB45.A	B01	ccsbBroad304_13438
OAA41.42.43.OAB45.A	B02	ccsbBroad304_11437
OAA41.42.43.OAB45.A	B03	ccsbBroad304_13748
OAA41.42.43.OAB45.A	B04	ccsbBroad304_11912
OAA41.42.43.OAB45.A	B05	ccsbBroad304_05070
OAA41.42.43.OAB45.A	B06	ccsbBroad304_08251
OAA41.42.43.OAB45.A	B07	ccsbBroad304_10259
OAA41.42.43.OAB45.A	B08	ccsbBroad304_08042
OAA41.42.43.OAB45.A	B09	ccsbBroad304_10244
OAA41.42.43.OAB45.A	B10	ccsbBroad304_12428
OAA41.42.43.OAB45.A	B11	ccsbBroad304_01995
OAA41.42.43.OAB45.A	B12	ccsbBroad304_05511
OAA41.42.43.OAB45.A	B13	ccsbBroad304_99988
OAA41.42.43.OAB45.A	B14	ccsbBroad304_06008
OAA41.42.43.OAB45.A	B15	ccsbBroad304_05738
OAA41.42.43.OAB45.A	B16	ccsbBroad304_08367
OAA41.42.43.OAB45.A	B17	ccsbBroad304_05433
OAA41.42.43.OAB45.A	B18	ccsbBroad304_08217
OAA41.42.43.OAB45.A	B19	ccsbBroad304_14874
OAA41.42.43.OAB45.A	B20	ccsbBroad304_12926
OAA41.42.43.OAB45.A	B21	ccsbBroad304_05521
OAA41.42.43.OAB45.A	B22	ccsbBroad304_02725
OAA41.42.43.OAB45.A	B23	ccsbBroad304_10328
OAA41.42.43.OAB45.A	B24	ccsbBroad304_01945
OAA41.42.43.OAB45.A	C01	ccsbBroad304_03744
