Batch_Name	Plate_Name	Well_Count	Images_per_site	Sites_per_well_Median	Sites_per_well_mad
2021_08_09_Batch11	BR00126553	384	8	9	0.0
2021_08_23_Batch12	BR00126113	384	8	9	0.000
2021_08_23_Batch12	BR00126114	384	8	9	0.000
2021_08_23_Batch12	BR00126115	384	8	9	0.000
2021_08_23_Batch12	BR00126116	384	8	9	0.000
2021_08_23_Batch12	BR00126117	384	8	9	0.000
2021_08_23_Batch12	BR00126706	384	8	9	0.0
2021_08_23_Batch12	BR00126707	384	8	9	0.123
2021_08_23_Batch12	BR00126708	384	8	9	0.0
2021_08_23_Batch12	BR00126709	384	8	9	0.0
2021_08_23_Batch12	BR00126710	384	8	9	0.0
2021_08_23_Batch12	BR00126711	384	8	9	0.0
2021_08_23_Batch12	BR00126712	384	8	9	0.0
2021_08_23_Batch12	BR00126714	384	8	9	0.0
2021_08_23_Batch12	BR00126715	384	8	9	0.0
2021_08_23_Batch12	BR00126716	384	8	9	0.0
2021_08_23_Batch12	BR00126717	384	8	9	0.0
2021_08_23_Batch12	BR00126718	384	8	9	0.0
2021_08_30_Batch13	BR00123533	381	8	9	0.068
2021_08_30_Batch13	BR00123534	384	8	9	0.0
2021_08_30_Batch13	BR00123535	384	8	9	0.0
2021_08_30_Batch13	BR00123536	384	8	9	0.0
2021_08_30_Batch13	BR00123537	384	8	9	0.0
2021_08_30_Batch13	BR00123538	384	8	9	0.0
2021_08_30_Batch13	BR00123539	384	8	9	0.0
2021_08_30_Batch13	BR00124781	384	8	9	0.026
2021_08_30_Batch13	BR00124782	384	8	9	0.0
2021_08_30_Batch13	BR00126062	384	8	9	0.0
2021_08_30_Batch13	BR00126404	384	8	9	0.0
2021_08_30_Batch13	BR00126543	384	8	9	0.0
2021_08_30_Batch13	BR00127145	384	8	9	0.005
2021_08_30_Batch13	BR00127146	384	8	9	0.000
2021_08_30_Batch13	BR00127147	384	8	9	0.000
2021_08_30_Batch13	BR00127148	384	8	9	0.000
2021_08_30_Batch13	BR00127149	384	8	9	0.000
