plate_map_name	well_position	broad_sample
OAB29.30.31.32.A	A01	ccsbBroad304_02409
OAB29.30.31.32.A	A02	ccsbBroad304_08063
OAB29.30.31.32.A	A03	ccsbBroad304_99994
OAB29.30.31.32.A	A04	ccsbBroad304_02666
OAB29.30.31.32.A	A05	ccsbBroad304_08958
OAB29.30.31.32.A	A06	ccsbBroad304_99988
OAB29.30.31.32.A	A07	ccsbBroad304_04658
OAB29.30.31.32.A	A08	ccsbBroad304_02187
OAB29.30.31.32.A	A09	ccsbBroad304_00304
OAB29.30.31.32.A	A10	ccsbBroad304_02649
OAB29.30.31.32.A	A11	ccsbBroad304_15852
OAB29.30.31.32.A	A12	ccsbBroad304_11636
OAB29.30.31.32.A	A13	ccsbBroad304_00415
OAB29.30.31.32.A	A14	ccsbBroad304_00030
OAB29.30.31.32.A	A15	ccsbBroad304_15316
OAB29.30.31.32.A	A16	ccsbBroad304_11590
OAB29.30.31.32.A	A17	ccsbBroad304_03638
OAB29.30.31.32.A	A18	ccsbBroad304_04847
OAB29.30.31.32.A	A19	ccsbBroad304_15430
OAB29.30.31.32.A	A20	ccsbBroad304_00534
OAB29.30.31.32.A	A21	ccsbBroad304_05128
OAB29.30.31.32.A	A22	ccsbBroad304_12375
OAB29.30.31.32.A	A23	ccsbBroad304_04913
OAB29.30.31.32.A	A24	ccsbBroad304_14416
OAB29.30.31.32.A	B01	ccsbBroad304_13075
OAB29.30.31.32.A	B02	ccsbBroad304_99988
OAB29.30.31.32.A	B03	ccsbBroad304_04507
OAB29.30.31.32.A	B04	ccsbBroad304_03357
OAB29.30.31.32.A	B05	ccsbBroad304_08389
OAB29.30.31.32.A	B06	ccsbBroad304_09415
OAB29.30.31.32.A	B07	
OAB29.30.31.32.A	B08	ccsbBroad304_04674
OAB29.30.31.32.A	B09	ccsbBroad304_05268
OAB29.30.31.32.A	B10	ccsbBroad304_11027
OAB29.30.31.32.A	B11	ccsbBroad304_05402
OAB29.30.31.32.A	B12	ccsbBroad304_04113
OAB29.30.31.32.A	B13	ccsbBroad304_04508
OAB29.30.31.32.A	B14	ccsbBroad304_02270
OAB29.30.31.32.A	B15	ccsbBroad304_14513
OAB29.30.31.32.A	B16	ccsbBroad304_12266
OAB29.30.31.32.A	B17	ccsbBroad304_00972
OAB29.30.31.32.A	B18	ccsbBroad304_01693
OAB29.30.31.32.A	B19	ccsbBroad304_01729
OAB29.30.31.32.A	B20	ccsbBroad304_09405
OAB29.30.31.32.A	B21	ccsbBroad304_14885
OAB29.30.31.32.A	B22	ccsbBroad304_99994
OAB29.30.31.32.A	B23	ccsbBroad304_03167
OAB29.30.31.32.A	B24	ccsbBroad304_10940
OAB29.30.31.32.A	C01	ccsbBroad304_13637
OAB29.30.31.32.A	C02	ccsbBroad304_04256
OAB29.30.31.32.A	C03	ccsbBroad304_06139
OAB29.30.31.32.A	C04	ccsbBroad304_02083
OAB29.30.31.32.A	C05	ccsbBroad304_07702
OAB29.30.31.32.A	C06	ccsbBroad304_11987
OAB29.30.31.32.A	C07	ccsbBroad304_01830
OAB29.30.31.32.A	C08	ccsbBroad304_01085
OAB29.30.31.32.A	C09	ccsbBroad304_13618
OAB29.30.31.32.A	C10	ccsbBroad304_12346
OAB29.30.31.32.A	C11	ccsbBroad304_09462
OAB29.30.31.32.A	C12	ccsbBroad304_15909
OAB29.30.31.32.A	C13	ccsbBroad304_01700
OAB29.30.31.32.A	C14	
OAB29.30.31.32.A	C15	ccsbBroad304_00607
OAB29.30.31.32.A	C16	ccsbBroad304_01934
OAB29.30.31.32.A	C17	ccsbBroad304_09953
OAB29.30.31.32.A	C18	ccsbBroad304_07822
OAB29.30.31.32.A	C19	ccsbBroad304_08065
OAB29.30.31.32.A	C20	ccsbBroad304_05538
OAB29.30.31.32.A	C21	ccsbBroad304_10020
OAB29.30.31.32.A	C22	ccsbBroad304_12224
OAB29.30.31.32.A	C23	ccsbBroad304_01857
OAB29.30.31.32.A	C24	ccsbBroad304_03913
OAB29.30.31.32.A	D01	ccsbBroad304_01655
OAB29.30.31.32.A	D02	ccsbBroad304_07757
