plate_map_name	well_position	broad_sample
OAA01.02.03.04.A	A01	ccsbBroad304_05979
OAA01.02.03.04.A	A02	ccsbBroad304_13129
OAA01.02.03.04.A	A03	ccsbBroad304_00289
OAA01.02.03.04.A	A04	ccsbBroad304_99988
OAA01.02.03.04.A	A05	ccsbBroad304_07679
OAA01.02.03.04.A	A06	ccsbBroad304_04728
OAA01.02.03.04.A	A07	ccsbBroad304_02414
OAA01.02.03.04.A	A08	ccsbBroad304_13050
OAA01.02.03.04.A	A09	ccsbBroad304_02306
OAA01.02.03.04.A	A10	ccsbBroad304_16086
OAA01.02.03.04.A	A11	ccsbBroad304_15703
OAA01.02.03.04.A	A12	ccsbBroad304_11591
OAA01.02.03.04.A	A13	ccsbBroad304_11567
OAA01.02.03.04.A	A14	ccsbBroad304_07038
OAA01.02.03.04.A	A15	ccsbBroad304_02384
OAA01.02.03.04.A	A16	ccsbBroad304_09391
OAA01.02.03.04.A	A17	ccsbBroad304_14972
OAA01.02.03.04.A	A18	ccsbBroad304_02671
OAA01.02.03.04.A	A19	ccsbBroad304_15705
OAA01.02.03.04.A	A20	ccsbBroad304_09508
OAA01.02.03.04.A	A21	ccsbBroad304_07616
OAA01.02.03.04.A	A22	ccsbBroad304_09403
OAA01.02.03.04.A	A23	ccsbBroad304_07655
OAA01.02.03.04.A	A24	ccsbBroad304_13147
OAA01.02.03.04.A	B01	ccsbBroad304_10788
OAA01.02.03.04.A	B02	ccsbBroad304_07972
OAA01.02.03.04.A	B03	ccsbBroad304_06126
OAA01.02.03.04.A	B04	ccsbBroad304_00567
OAA01.02.03.04.A	B05	ccsbBroad304_13345
OAA01.02.03.04.A	B06	ccsbBroad304_11665
OAA01.02.03.04.A	B07	ccsbBroad304_09677
OAA01.02.03.04.A	B08	ccsbBroad304_02786
OAA01.02.03.04.A	B09	ccsbBroad304_00499
OAA01.02.03.04.A	B10	ccsbBroad304_06185
OAA01.02.03.04.A	B11	ccsbBroad304_13330
OAA01.02.03.04.A	B12	ccsbBroad304_02907
OAA01.02.03.04.A	B13	ccsbBroad304_05029
OAA01.02.03.04.A	B14	ccsbBroad304_07922
OAA01.02.03.04.A	B15	
OAA01.02.03.04.A	B16	
OAA01.02.03.04.A	B17	ccsbBroad304_05006
OAA01.02.03.04.A	B18	ccsbBroad304_02862
OAA01.02.03.04.A	B19	ccsbBroad304_10798
OAA01.02.03.04.A	B20	ccsbBroad304_07888
OAA01.02.03.04.A	B21	ccsbBroad304_09746
OAA01.02.03.04.A	B22	ccsbBroad304_02869
OAA01.02.03.04.A	B23	ccsbBroad304_09657
OAA01.02.03.04.A	B24	ccsbBroad304_00587
OAA01.02.03.04.A	C01	ccsbBroad304_11571
OAA01.02.03.04.A	C02	ccsbBroad304_04690
OAA01.02.03.04.A	C03	ccsbBroad304_02300
OAA01.02.03.04.A	C04	ccsbBroad304_09382
OAA01.02.03.04.A	C05	ccsbBroad304_04033
OAA01.02.03.04.A	C06	ccsbBroad304_04801
OAA01.02.03.04.A	C07	ccsbBroad304_11490
OAA01.02.03.04.A	C08	ccsbBroad304_09590
OAA01.02.03.04.A	C09	ccsbBroad304_07711
OAA01.02.03.04.A	C10	ccsbBroad304_02285
OAA01.02.03.04.A	C11	ccsbBroad304_10727
OAA01.02.03.04.A	C12	ccsbBroad304_11597
OAA01.02.03.04.A	C13	ccsbBroad304_07633
OAA01.02.03.04.A	C14	ccsbBroad304_13180
OAA01.02.03.04.A	C15	ccsbBroad304_02528
OAA01.02.03.04.A	C16	ccsbBroad304_10749
OAA01.02.03.04.A	C17	ccsbBroad304_02589
OAA01.02.03.04.A	C18	ccsbBroad304_09592
OAA01.02.03.04.A	C19	ccsbBroad304_11477
OAA01.02.03.04.A	C20	ccsbBroad304_09425
OAA01.02.03.04.A	C21	ccsbBroad304_02299
OAA01.02.03.04.A	C22	ccsbBroad304_04794
OAA01.02.03.04.A	C23	ccsbBroad304_11445
OAA01.02.03.04.A	C24	ccsbBroad304_06021
OAA01.02.03.04.A	D01	ccsbBroad304_13352
OAA01.02.03.04.A	D02	ccsbBroad304_14102
OAA01.02.03.04.A	D03	ccsbBroad304_99991
OAA01.02.03.04.A	D04	ccsbBroad304_02871
OAA01.02.03.04.A	D05	ccsbBroad304_05142
OAA01.02.03.04.A	D06	ccsbBroad304_10826
OAA01.02.03.04.A	D07	ccsbBroad304_13355
OAA01.02.03.04.A	D08	ccsbBroad304_00521
OAA01.02.03.04.A	D09	ccsbBroad304_15409
OAA01.02.03.04.A	D10	ccsbBroad304_02858
OAA01.02.03.04.A	D11	ccsbBroad304_00488
OAA01.02.03.04.A	D12	ccsbBroad304_00520
OAA01.02.03.04.A	D13	ccsbBroad304_10796
OAA01.02.03.04.A	D14	ccsbBroad304_02855
OAA01.02.03.04.A	D15	ccsbBroad304_10793
OAA01.02.03.04.A	D16	ccsbBroad304_15424
OAA01.02.03.04.A	D17	ccsbBroad304_16114
OAA01.02.03.04.A	D18	ccsbBroad304_02924
OAA01.02.03.04.A	D19	ccsbBroad304_05152
OAA01.02.03.04.A	D20	
OAA01.02.03.04.A	D21	
OAA01.02.03.04.A	D22	ccsbBroad304_07885
OAA01.02.03.04.A	D23	ccsbBroad304_15391
OAA01.02.03.04.A	D24	ccsbBroad304_06259
OAA01.02.03.04.A	E01	ccsbBroad304_11531
OAA01.02.03.04.A	E02	BAD CONSTRUCT
OAA01.02.03.04.A	E03	ccsbBroad304_07683
OAA01.02.03.04.A	E04	ccsbBroad304_04732
OAA01.02.03.04.A	E05	ccsbBroad304_02433
OAA01.02.03.04.A	E06	ccsbBroad304_00360
OAA01.02.03.04.A	E07	ccsbBroad304_11530
OAA01.02.03.04.A	E08	ccsbBroad304_02621
OAA01.02.03.04.A	E09	ccsbBroad304_11543
OAA01.02.03.04.A	E10	ccsbBroad304_11596
OAA01.02.03.04.A	E11	ccsbBroad304_02372
OAA01.02.03.04.A	E12	
OAA01.02.03.04.A	E13	ccsbBroad304_02322
OAA01.02.03.04.A	E14	ccsbBroad304_02618
OAA01.02.03.04.A	E15	ccsbBroad304_08911
OAA01.02.03.04.A	E16	ccsbBroad304_07760
OAA01.02.03.04.A	E17	ccsbBroad304_07631
OAA01.02.03.04.A	E18	ccsbBroad304_04827
OAA01.02.03.04.A	E19	ccsbBroad304_07617
OAA01.02.03.04.A	E20	ccsbBroad304_13232
OAA01.02.03.04.A	E21	ccsbBroad304_11557
OAA01.02.03.04.A	E22	ccsbBroad304_06036
OAA01.02.03.04.A	E23	ccsbBroad304_11446
OAA01.02.03.04.A	E24	ccsbBroad304_11601
OAA01.02.03.04.A	F01	ccsbBroad304_09671
OAA01.02.03.04.A	F02	ccsbBroad304_11638
OAA01.02.03.04.A	F03	ccsbBroad304_09689
OAA01.02.03.04.A	F04	ccsbBroad304_15411
OAA01.02.03.04.A	F05	ccsbBroad304_05000
OAA01.02.03.04.A	F06	ccsbBroad304_11768
OAA01.02.03.04.A	F07	ccsbBroad304_05733
OAA01.02.03.04.A	F08	ccsbBroad304_02956
OAA01.02.03.04.A	F09	ccsbBroad304_00497
OAA01.02.03.04.A	F10	ccsbBroad304_14078
OAA01.02.03.04.A	F11	ccsbBroad304_05002
OAA01.02.03.04.A	F12	ccsbBroad304_02688
OAA01.02.03.04.A	F13	ccsbBroad304_09790
OAA01.02.03.04.A	F14	ccsbBroad304_02737
OAA01.02.03.04.A	F15	ccsbBroad304_05121
OAA01.02.03.04.A	F16	ccsbBroad304_07884
OAA01.02.03.04.A	F17	ccsbBroad304_09656
OAA01.02.03.04.A	F18	ccsbBroad304_02889
OAA01.02.03.04.A	F19	ccsbBroad304_05005
OAA01.02.03.04.A	F20	ccsbBroad304_06260
OAA01.02.03.04.A	F21	ccsbBroad304_00514
OAA01.02.03.04.A	F22	ccsbBroad304_11803
OAA01.02.03.04.A	F23	ccsbBroad304_10758
OAA01.02.03.04.A	F24	ccsbBroad304_99994
OAA01.02.03.04.A	G01	ccsbBroad304_02516
OAA01.02.03.04.A	G02	ccsbBroad304_09578
OAA01.02.03.04.A	G03	
OAA01.02.03.04.A	G04	ccsbBroad304_09430
OAA01.02.03.04.A	G05	ccsbBroad304_02499
OAA01.02.03.04.A	G06	ccsbBroad304_99994
OAA01.02.03.04.A	G07	ccsbBroad304_02566
OAA01.02.03.04.A	G08	ccsbBroad304_13061
OAA01.02.03.04.A	G09	ccsbBroad304_02446
OAA01.02.03.04.A	G10	ccsbBroad304_07783
OAA01.02.03.04.A	G11	ccsbBroad304_07704
OAA01.02.03.04.A	G12	ccsbBroad304_09497
OAA01.02.03.04.A	G13	ccsbBroad304_11443
OAA01.02.03.04.A	G14	ccsbBroad304_10744
OAA01.02.03.04.A	G15	ccsbBroad304_15701
OAA01.02.03.04.A	G16	ccsbBroad304_07784
OAA01.02.03.04.A	G17	ccsbBroad304_07678
OAA01.02.03.04.A	G18	ccsbBroad304_11608
OAA01.02.03.04.A	G19	ccsbBroad304_11528
OAA01.02.03.04.A	G20	ccsbBroad304_04754
OAA01.02.03.04.A	G21	ccsbBroad304_02373
OAA01.02.03.04.A	G22	ccsbBroad304_07793
OAA01.02.03.04.A	G23	ccsbBroad304_02538
OAA01.02.03.04.A	G24	ccsbBroad304_13146
OAA01.02.03.04.A	H01	ccsbBroad304_00496
OAA01.02.03.04.A	H02	ccsbBroad304_07993
OAA01.02.03.04.A	H03	ccsbBroad304_06101
OAA01.02.03.04.A	H04	ccsbBroad304_13406
OAA01.02.03.04.A	H05	ccsbBroad304_05180
OAA01.02.03.04.A	H06	ccsbBroad304_11788
OAA01.02.03.04.A	H07	ccsbBroad304_06102
OAA01.02.03.04.A	H08	ccsbBroad304_07978
OAA01.02.03.04.A	H09	ccsbBroad304_00450
OAA01.02.03.04.A	H10	ccsbBroad304_11666
OAA01.02.03.04.A	H11	ccsbBroad304_06179
OAA01.02.03.04.A	H12	ccsbBroad304_15780
OAA01.02.03.04.A	H13	ccsbBroad304_10809
OAA01.02.03.04.A	H14	ccsbBroad304_00595
OAA01.02.03.04.A	H15	ccsbBroad304_10428
OAA01.02.03.04.A	H16	ccsbBroad304_02760
OAA01.02.03.04.A	H17	ccsbBroad304_13356
OAA01.02.03.04.A	H18	ccsbBroad304_09881
OAA01.02.03.04.A	H19	ccsbBroad304_09708
OAA01.02.03.04.A	H20	ccsbBroad304_14084
OAA01.02.03.04.A	H21	ccsbBroad304_00515
OAA01.02.03.04.A	H22	ccsbBroad304_11661
OAA01.02.03.04.A	H23	ccsbBroad304_10808
OAA01.02.03.04.A	H24	ccsbBroad304_02709
OAA01.02.03.04.A	I01	ccsbBroad304_02357
OAA01.02.03.04.A	I02	ccsbBroad304_10732
OAA01.02.03.04.A	I03	ccsbBroad304_07654
OAA01.02.03.04.A	I04	ccsbBroad304_13085
OAA01.02.03.04.A	I05	ccsbBroad304_11558
OAA01.02.03.04.A	I06	ccsbBroad304_13072
OAA01.02.03.04.A	I07	ccsbBroad304_07661
OAA01.02.03.04.A	I08	ccsbBroad304_04788
OAA01.02.03.04.A	I09	ccsbBroad304_00287
OAA01.02.03.04.A	I10	ccsbBroad304_00361
OAA01.02.03.04.A	I11	ccsbBroad304_99994
OAA01.02.03.04.A	I12	ccsbBroad304_07790
OAA01.02.03.04.A	I13	ccsbBroad304_11547
OAA01.02.03.04.A	I14	ccsbBroad304_04991
OAA01.02.03.04.A	I15	ccsbBroad304_02455
OAA01.02.03.04.A	I16	ccsbBroad304_04909
OAA01.02.03.04.A	I17	ccsbBroad304_07561
OAA01.02.03.04.A	I18	ccsbBroad304_13144
OAA01.02.03.04.A	I19	ccsbBroad304_99985
OAA01.02.03.04.A	I20	ccsbBroad304_13087
OAA01.02.03.04.A	I21	ccsbBroad304_15720
OAA01.02.03.04.A	I22	ccsbBroad304_99985
OAA01.02.03.04.A	I23	ccsbBroad304_02451
OAA01.02.03.04.A	I24	ccsbBroad304_02603
OAA01.02.03.04.A	J01	ccsbBroad304_99994
OAA01.02.03.04.A	J02	ccsbBroad304_00578
